"pclass","sex","age","sibsp","parch","fare","cabin","embarked","survived"
"3","m",7,1,1,15,"X","Cherb","surv"
"3","f",9,1,1,15,"X","Cherb","surv"
"3","f",29,0,2,15,"X","Cherb","surv"
"3","m",36,0,0,7,"X","South","died"
"3","f",18,0,0,9,"X","South","surv"
"3","f",63,0,0,9,"X","South","surv"
"3","m",36,1,1,14,"X","South","died"
"3","m",11,1,1,14,"X","South","died"
"3","m",40,0,2,14,"X","South","died"
"3","f",10,0,2,24,"X","South","died"
"3","m",36,1,1,24,"X","South","died"
"3","f",30,1,1,24,"X","South","died"
"3","m",18,0,0,9,"X","South","died"
"3","m",33,0,0,9,"X","South","died"
"3","m",28,0,0,9,"X","South","died"
"3","m",28,0,0,9,"X","South","died"
"3","m",47,0,0,9,"X","South","died"
"3","f",18,2,0,18,"X","South","died"
"3","m",31,3,0,18,"X","South","died"
"3","m",16,2,0,18,"X","South","died"
"3","f",31,1,0,18,"X","South","died"
"3","m",22,0,0,7,"X","Cherb","surv"
"3","m",20,0,0,7,"X","South","died"
"3","f",14,0,0,7,"X","South","died"
"3","m",22,0,0,7,"X","South","died"
"3","m",22,0,0,9,"X","South","died"
"3","m",18,0,0,8,"X","South","died"
"3","m",17,0,0,7,"X","South","died"
"3","m",18,0,0,8,"X","South","died"
"3","m",32,0,0,9,"X","South","died"
"3","f",38,0,0,7,"X","Cherb","surv"
"3","m",51,0,0,7,"X","South","died"
"3","m",18,1,0,6,"X","South","died"
"3","m",21,1,0,6,"X","South","died"
"3","f",47,1,0,7,"X","South","surv"
"3","m",17,0,0,8,"X","South","died"
"3","m",18,0,0,7,"X","South","died"
"3","m",17,0,0,8,"X","South","died"
"3","m",28,0,0,16,"X","South","died"
"3","m",21,0,0,7,"X","South","died"
"3","m",27,0,0,8,"X","South","died"
"3","m",30,0,0,7,"X","South","died"
"3","m",36,0,0,9,"X","South","died"
"3","m",27,1,0,14,"X","Cherb","died"
"3","f",15,1,0,14,"X","Cherb","surv"
"3","m",45,0,0,7,"X","Cherb","died"
"3","m",4,0,0,7,"X","Cherb","died"
"3","m",2,0,0,14,"X","Cherb","died"
"3","f",14,1,0,14,"X","Cherb","died"
"3","f",2,1,0,14,"X","Cherb","died"
"3","m",26,0,0,7,"X","Cherb","died"
"3","m",27,0,0,7,"X","Cherb","died"
"3","m",29,0,0,7,"X","South","died"
